,mu,std
Jet_Eta[3],-0.0030241887658001318,1.0522493335316971
N_Jets,4.672031213910977,0.46947532369715456
Jet_Pt[1],145.0922633900584,66.28607751587656
Jet_M[2],14.531949643698239,5.136927178441146
Jet_Eta[1],-0.004075643271285248,0.9997820267128519
Jet_CSV[2],0.583194528310605,0.4267066309653257
Jet_M[0],25.97897203835438,16.597315032211537
Jet_CSV[0],0.6268529103873497,0.4125434455830397
Jet_M[3],12.040380852930532,3.478770082128247
Jet_Phi[3],0.0016641009753970613,1.8134915257114965
Jet_Phi[1],0.0033255674732404284,1.8149543066869505
Evt_Deta_TaggedJetsAverage,0.8743764,0.48251677
Jet_Pt[3],80.28539765978157,21.8537300934286
Jet_Pt[0],216.68031003563533,117.42332424765625
Jet_Eta[2],-0.002639813062127961,1.0223687046257126
Jet_Eta[0],-0.004054739916434775,0.9765244212644724
Evt_CSV_avg,0.5752549,0.09594165
Jet_CSV[3],0.5423667875980243,0.4325773453616891
Jet_M[1],18.50846937659565,9.024336116749195
Jet_Pt[2],105.44643538415218,37.37487753683556
Jet_Phi[2],-0.006015727741928158,1.8193820249062573
Jet_Phi[0],0.004019091779182802,1.8117358349561221
Evt_Pt_minDrTaggedJets,221.60541,108.523636
Jet_CSV[1],0.6218894987508787,0.41690352295218464
Evt_Pt_TaggedJetsAverage,129.81473,55.49618
Evt_Pt_JetsAverage,125.1581,46.38666
