,mu,std
memDBp,0.22665037,0.4232634
Reco_JABDT_tHW_log_h_m,3.966102,2.0521698
Reco_tHq_h_pt,169.28874,101.84143
Reco_JABDT_tHq_log_h_m,4.7355094,0.18990073
Reco_JABDT_tHq_log_h_pt,4.9352436,0.6817024
Reco_JABDT_tHq_log_min_hdau1_pt_hdau2_pt,4.049939,0.41122857
Reco_tHW_h_pt,145.15471,112.3374
Reco_JABDT_tHW_log_h_pt,4.120128,2.197494
Reco_ttH_h_dr,0.3468552,1.6473676
Evt_Pt_JetsAverage,93.649994,37.1487
Evt_Pt_TaggedJetsAverage,96.4487,43.798084
Evt_Dr_TaggedJetsAverage,2.0691078,0.4272885
