sample,variation,fiducial_xs_norm,inclusive_xs_norm,ratio_ttB_varied_vs_nom_5FS,ratio_ttC_varied_vs_nom_5FS,ratio_ttLF_varied_vs_nom_5FS,ratio_ttB_5FS_vs_this_varied,final_weight_sl_analysis
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_1p0_muF_1p0,1.00000000336,1.00000000336,-1.0,-1.0,-1.0,-1.0,1.00000000336
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_2p0_muF_1p0,1.20137083896,1.20137083896,-1.0,-1.0,-1.0,-1.0,1.20137083896
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_2p0_muF_2p0,1.28731569986,1.28731569986,-1.0,-1.0,-1.0,-1.0,1.28731569986
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_0p5_muF_1p0,0.816991048837,0.816991048837,-1.0,-1.0,-1.0,-1.0,0.816991048837
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_0p5_muF_0p5,0.759390266594,0.759390266594,-1.0,-1.0,-1.0,-1.0,0.759390266594
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_1p0_muF_2p0,1.07152833284,1.07152833284,-1.0,-1.0,-1.0,-1.0,1.07152833284
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_scale_variation_muR_1p0_muF_0p5,0.929476553194,0.929476553194,-1.0,-1.0,-1.0,-1.0,0.929476553194
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_LHA_306000_nominal,1.0828526831,1.0828526831,-1.0,-1.0,-1.0,-1.0,1.0828526831
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_LHA_306000_up,1.03731098905,1.03731098905,-1.0,-1.0,-1.0,-1.0,1.03731098905
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_LHA_306000_down,1.13257689401,1.13257689401,-1.0,-1.0,-1.0,-1.0,1.13257689401
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_LHA_320900_nominal,1.09940861523,1.09940861523,-1.0,-1.0,-1.0,-1.0,1.09940861523
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_LHA_320900_up,1.06361337988,1.06361337988,-1.0,-1.0,-1.0,-1.0,1.06361337988
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_LHA_320900_down,1.13769709098,1.13769709098,-1.0,-1.0,-1.0,-1.0,1.13769709098
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306000,1.0828526831,1.0828526831,-1.0,-1.0,-1.0,-1.0,1.0828526831
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306001,1.08364809042,1.08364809042,-1.0,-1.0,-1.0,-1.0,1.08364809042
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306002,1.08243360419,1.08243360419,-1.0,-1.0,-1.0,-1.0,1.08243360419
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306003,1.08337880435,1.08337880435,-1.0,-1.0,-1.0,-1.0,1.08337880435
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306004,1.08035913292,1.08035913292,-1.0,-1.0,-1.0,-1.0,1.08035913292
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306005,1.08266786439,1.08266786439,-1.0,-1.0,-1.0,-1.0,1.08266786439
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306006,1.08461274092,1.08461274092,-1.0,-1.0,-1.0,-1.0,1.08461274092
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306007,1.08300625396,1.08300625396,-1.0,-1.0,-1.0,-1.0,1.08300625396
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306008,1.08421898797,1.08421898797,-1.0,-1.0,-1.0,-1.0,1.08421898797
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306009,1.08027326214,1.08027326214,-1.0,-1.0,-1.0,-1.0,1.08027326214
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306010,1.08423251302,1.08423251302,-1.0,-1.0,-1.0,-1.0,1.08423251302
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306011,1.08668713725,1.08668713725,-1.0,-1.0,-1.0,-1.0,1.08668713725
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306012,1.08356264836,1.08356264836,-1.0,-1.0,-1.0,-1.0,1.08356264836
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306013,1.08700452669,1.08700452669,-1.0,-1.0,-1.0,-1.0,1.08700452669
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306014,1.08208223098,1.08208223098,-1.0,-1.0,-1.0,-1.0,1.08208223098
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306015,1.08278181463,1.08278181463,-1.0,-1.0,-1.0,-1.0,1.08278181463
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306016,1.0799157984,1.0799157984,-1.0,-1.0,-1.0,-1.0,1.0799157984
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306017,1.08404300487,1.08404300487,-1.0,-1.0,-1.0,-1.0,1.08404300487
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306018,1.08520641216,1.08520641216,-1.0,-1.0,-1.0,-1.0,1.08520641216
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306019,1.08224229313,1.08224229313,-1.0,-1.0,-1.0,-1.0,1.08224229313
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306020,1.08367538314,1.08367538314,-1.0,-1.0,-1.0,-1.0,1.08367538314
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306021,1.08092788019,1.08092788019,-1.0,-1.0,-1.0,-1.0,1.08092788019
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306022,1.08330720491,1.08330720491,-1.0,-1.0,-1.0,-1.0,1.08330720491
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306023,1.0834914812,1.0834914812,-1.0,-1.0,-1.0,-1.0,1.0834914812
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306024,1.08461245267,1.08461245267,-1.0,-1.0,-1.0,-1.0,1.08461245267
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306025,1.0828218595,1.0828218595,-1.0,-1.0,-1.0,-1.0,1.0828218595
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306026,1.08304049521,1.08304049521,-1.0,-1.0,-1.0,-1.0,1.08304049521
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306027,1.08400092309,1.08400092309,-1.0,-1.0,-1.0,-1.0,1.08400092309
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306028,1.08369397112,1.08369397112,-1.0,-1.0,-1.0,-1.0,1.08369397112
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306029,1.07903634107,1.07903634107,-1.0,-1.0,-1.0,-1.0,1.07903634107
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306030,1.08427579193,1.08427579193,-1.0,-1.0,-1.0,-1.0,1.08427579193
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306031,1.08137794156,1.08137794156,-1.0,-1.0,-1.0,-1.0,1.08137794156
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306032,1.08126931046,1.08126931046,-1.0,-1.0,-1.0,-1.0,1.08126931046
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306033,1.08201715641,1.08201715641,-1.0,-1.0,-1.0,-1.0,1.08201715641
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306034,1.08265540095,1.08265540095,-1.0,-1.0,-1.0,-1.0,1.08265540095
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306035,1.08110972749,1.08110972749,-1.0,-1.0,-1.0,-1.0,1.08110972749
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306036,1.08264509926,1.08264509926,-1.0,-1.0,-1.0,-1.0,1.08264509926
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306037,1.08322249174,1.08322249174,-1.0,-1.0,-1.0,-1.0,1.08322249174
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306038,1.08201324053,1.08201324053,-1.0,-1.0,-1.0,-1.0,1.08201324053
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306039,1.08364975826,1.08364975826,-1.0,-1.0,-1.0,-1.0,1.08364975826
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306040,1.08251830054,1.08251830054,-1.0,-1.0,-1.0,-1.0,1.08251830054
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306041,1.08315649462,1.08315649462,-1.0,-1.0,-1.0,-1.0,1.08315649462
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306042,1.08396059659,1.08396059659,-1.0,-1.0,-1.0,-1.0,1.08396059659
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306043,1.08304337209,1.08304337209,-1.0,-1.0,-1.0,-1.0,1.08304337209
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306044,1.08175138746,1.08175138746,-1.0,-1.0,-1.0,-1.0,1.08175138746
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306045,1.08361586049,1.08361586049,-1.0,-1.0,-1.0,-1.0,1.08361586049
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306046,1.0817234847,1.0817234847,-1.0,-1.0,-1.0,-1.0,1.0817234847
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306047,1.0822143392,1.0822143392,-1.0,-1.0,-1.0,-1.0,1.0822143392
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306048,1.08319750785,1.08319750785,-1.0,-1.0,-1.0,-1.0,1.08319750785
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306049,1.08294863771,1.08294863771,-1.0,-1.0,-1.0,-1.0,1.08294863771
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306050,1.08254679536,1.08254679536,-1.0,-1.0,-1.0,-1.0,1.08254679536
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306051,1.08212194766,1.08212194766,-1.0,-1.0,-1.0,-1.0,1.08212194766
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306052,1.0834242844,1.0834242844,-1.0,-1.0,-1.0,-1.0,1.0834242844
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306053,1.0825793951,1.0825793951,-1.0,-1.0,-1.0,-1.0,1.0825793951
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306054,1.08232638299,1.08232638299,-1.0,-1.0,-1.0,-1.0,1.08232638299
TTH_4f_ctcvcp_TuneCP5_13TeV_madgraph_pythia8,Weight_pdf_variation_306055,1.08269347956,1.08269347956,-1.0,-1.0,-1.0,-1.0,1.08269347956
