sample,variation,fiducial_xs_norm,inclusive_xs_norm,fraction_ttB,fraction_ttB_5FS,fraction_ttC,fraction_ttC_5FS,fraction_ttC_nom,fraction_ttC_5FS_nom,fraction_ttLF,fraction_ttLF_5FS,fraction_ttLF_nom,fraction_ttLF_5FS_nom,ratio_ttB_nominal_vs_varied,ratio_ttB_nominal_vs_varied_5FS,ratio_ttB_5FS_vs_this,ratio_ttB_5FS_vs_this_nom,ratio_5FS_vs_this__nominal_vs_varied,final_weight_sl_analysis
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306000,0.999987363717,0.999987363805,0.024469,0.024469,0.088392,0.088392,0.088392,0.088392,0.887139,0.887139,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999987363805
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306001,1.00089596353,1.00089585982,0.024469,0.024469,0.088386,0.088386,0.088392,0.088392,0.887144,0.887144,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.00089585982
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306002,0.999058678923,0.999063273574,0.024465,0.024465,0.088357,0.088357,0.088392,0.088392,0.887179,0.887179,0.887139,0.887139,1.00016349888,1.00016349888,1.0,1.0,1.0,0.999063273574
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306003,0.999641451455,0.999645892795,0.024465,0.024465,0.088369,0.088369,0.088392,0.088392,0.887166,0.887166,0.887139,0.887139,1.00016349888,1.00016349888,1.0,1.0,1.0,0.999645892795
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306004,0.997571000994,0.997567178847,0.024473,0.024473,0.088428,0.088428,0.088392,0.088392,0.887099,0.887099,0.887139,0.887139,0.99983655457,0.99983655457,1.0,1.0,1.0,0.997567178847
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306005,1.00062285948,1.00062147952,0.024471,0.024471,0.088397,0.088397,0.088392,0.088392,0.887133,0.887133,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,1.00062147952
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306006,1.00239346947,1.00239726503,0.024466,0.024466,0.088361,0.088361,0.088392,0.088392,0.887173,0.887173,0.887139,0.887139,1.00012261914,1.00012261914,1.0,1.0,1.0,1.00239726503
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306007,1.00154561192,1.00154277263,0.024472,0.024472,0.088420,0.088420,0.088392,0.088392,0.887108,0.887108,0.887139,0.887139,0.999877410919,0.999877410919,1.0,1.0,1.0,1.00154277263
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306008,1.0023034557,1.00230575829,0.024467,0.024467,0.088382,0.088382,0.088392,0.088392,0.887151,0.887151,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00230575829
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306009,0.998184663408,0.998185745874,0.024468,0.024468,0.088393,0.088393,0.088392,0.088392,0.887139,0.887139,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,0.998185745874
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306010,1.00075546144,1.00075492736,0.024470,0.024470,0.088384,0.088384,0.088392,0.088392,0.887146,0.887146,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,1.00075492736
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306011,1.00213855717,1.00214488558,0.024463,0.024463,0.088406,0.088406,0.088392,0.088392,0.887131,0.887131,0.887139,0.887139,1.00024526836,1.00024526836,1.0,1.0,1.0,1.00214488558
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306012,0.999767471118,0.999775613083,0.024461,0.024461,0.088397,0.088397,0.088392,0.088392,0.887142,0.887142,0.887139,0.887139,1.00032705122,1.00032705122,1.0,1.0,1.0,0.999775613083
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306013,1.0012676817,1.00127966832,0.024458,0.024458,0.088384,0.088384,0.088392,0.088392,0.887159,0.887159,0.887139,0.887139,1.00044975059,1.00044975059,1.0,1.0,1.0,1.00127966832
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306014,0.999044902371,0.999056254423,0.024458,0.024458,0.088338,0.088338,0.088392,0.088392,0.887204,0.887204,0.887139,0.887139,1.00044975059,1.00044975059,1.0,1.0,1.0,0.999056254423
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306015,0.999454703319,0.999459882717,0.024464,0.024464,0.088376,0.088376,0.088392,0.088392,0.887159,0.887159,0.887139,0.887139,1.00020438195,1.00020438195,1.0,1.0,1.0,0.999459882717
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306016,0.998710039374,0.998710122646,0.024469,0.024469,0.088365,0.088365,0.088392,0.088392,0.887165,0.887165,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.998710122646
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306017,1.00066589808,1.00066485074,0.024470,0.024470,0.088399,0.088399,0.088392,0.088392,0.887130,0.887130,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,1.00066485074
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306018,1.0002889009,1.0002932379,0.024465,0.024465,0.088403,0.088403,0.088392,0.088392,0.887132,0.887132,0.887139,0.887139,1.00016349888,1.00016349888,1.0,1.0,1.0,1.0002932379
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306019,0.999706726671,0.999705101274,0.024471,0.024471,0.088399,0.088399,0.088392,0.088392,0.887130,0.887130,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999705101274
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306020,0.999321214617,0.999325679268,0.024465,0.024465,0.088407,0.088407,0.088392,0.088392,0.887128,0.887128,0.887139,0.887139,1.00016349888,1.00016349888,1.0,1.0,1.0,0.999325679268
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306021,0.999705471492,0.999706056429,0.024469,0.024469,0.088370,0.088370,0.088392,0.088392,0.887161,0.887161,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999706056429
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306022,0.999977194328,0.99998405864,0.024463,0.024463,0.088360,0.088360,0.088392,0.088392,0.887178,0.887178,0.887139,0.887139,1.00024526836,1.00024526836,1.0,1.0,1.0,0.99998405864
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306023,0.998985145561,0.99897642272,0.024478,0.024478,0.088468,0.088468,0.088392,0.088392,0.887054,0.887054,0.887139,0.887139,0.999632322902,0.999632322902,1.0,1.0,1.0,0.99897642272
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306024,1.00143101553,1.00143913835,0.024461,0.024461,0.088351,0.088351,0.088392,0.088392,0.887187,0.887187,0.887139,0.887139,1.00032705122,1.00032705122,1.0,1.0,1.0,1.00143913835
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306025,0.999407421058,0.99941109094,0.024466,0.024466,0.088383,0.088383,0.088392,0.088392,0.887151,0.887151,0.887139,0.887139,1.00012261914,1.00012261914,1.0,1.0,1.0,0.99941109094
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306026,0.998485732882,0.998474699559,0.024480,0.024480,0.088454,0.088454,0.088392,0.088392,0.887066,0.887066,0.887139,0.887139,0.999550653595,0.999550653595,1.0,1.0,1.0,0.998474699559
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306027,1.00148096657,1.00148807612,0.024462,0.024462,0.088332,0.088332,0.088392,0.088392,0.887205,0.887205,0.887139,0.887139,1.00028615812,1.00028615812,1.0,1.0,1.0,1.00148807612
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306028,1.00158505567,1.00159280095,0.024462,0.024462,0.088350,0.088350,0.088392,0.088392,0.887188,0.887188,0.887139,0.887139,1.00028615812,1.00028615812,1.0,1.0,1.0,1.00159280095
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306029,0.995299512987,0.995272968885,0.024495,0.024495,0.088557,0.088557,0.088392,0.088392,0.886948,0.886948,0.887139,0.887139,0.99893855889,0.99893855889,1.0,1.0,1.0,0.995272968885
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306030,0.999743465681,0.999735833133,0.024477,0.024477,0.088412,0.088412,0.088392,0.088392,0.887111,0.887111,0.887139,0.887139,0.999673162561,0.999673162561,1.0,1.0,1.0,0.999735833133
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306031,0.999214339141,0.999214808878,0.024469,0.024469,0.088395,0.088395,0.088392,0.088392,0.887137,0.887137,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999214808878
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306032,0.999369385728,0.999366642907,0.024472,0.024472,0.088418,0.088418,0.088392,0.088392,0.887110,0.887110,0.887139,0.887139,0.999877410919,0.999877410919,1.0,1.0,1.0,0.999366642907
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306033,0.99926237287,0.999263479292,0.024468,0.024468,0.088396,0.088396,0.088392,0.088392,0.887136,0.887136,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,0.999263479292
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306034,0.999232583573,0.999230908154,0.024471,0.024471,0.088390,0.088390,0.088392,0.088392,0.887139,0.887139,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999230908154
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306035,1.00001989552,1.00002265568,0.024467,0.024467,0.088371,0.088371,0.088392,0.088392,0.887163,0.887163,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00002265568
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306036,1.0002252393,1.00022720409,0.024467,0.024467,0.088407,0.088407,0.088392,0.088392,0.887125,0.887125,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00022720409
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306037,0.999291165414,0.999288583134,0.024472,0.024472,0.088391,0.088391,0.088392,0.088392,0.887137,0.887137,0.887139,0.887139,0.999877410919,0.999877410919,1.0,1.0,1.0,0.999288583134
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306038,0.999800699277,0.999802638023,0.024467,0.024467,0.088383,0.088383,0.088392,0.088392,0.887150,0.887150,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,0.999802638023
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306039,1.00055603253,1.00055490916,0.024470,0.024470,0.088406,0.088406,0.088392,0.088392,0.887124,0.887124,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,1.00055490916
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306040,0.999774963152,0.999772524809,0.024472,0.024472,0.088407,0.088407,0.088392,0.088392,0.887121,0.887121,0.887139,0.887139,0.999877410919,0.999877410919,1.0,1.0,1.0,0.999772524809
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306041,1.00028798308,1.00028872625,0.024469,0.024469,0.088403,0.088403,0.088392,0.088392,0.887128,0.887128,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.00028872625
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306042,1.00151690913,1.00152295725,0.024463,0.024463,0.088372,0.088372,0.088392,0.088392,0.887164,0.887164,0.887139,0.887139,1.00024526836,1.00024526836,1.0,1.0,1.0,1.00152295725
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306043,0.999959825816,0.999960445929,0.024469,0.024469,0.088365,0.088365,0.088392,0.088392,0.887167,0.887167,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999960445929
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306044,0.999116876404,0.999115612,0.024471,0.024471,0.088384,0.088384,0.088392,0.088392,0.887146,0.887146,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999115612
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306045,1.00038021537,1.00038291603,0.024467,0.024467,0.088378,0.088378,0.088392,0.088392,0.887156,0.887156,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00038291603
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306046,0.998841132091,0.998837432299,0.024473,0.024473,0.088379,0.088379,0.088392,0.088392,0.887148,0.887148,0.887139,0.887139,0.99983655457,0.99983655457,1.0,1.0,1.0,0.998837432299
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306047,0.999016306574,0.999010826742,0.024475,0.024475,0.088389,0.088389,0.088392,0.088392,0.887136,0.887136,0.887139,0.887139,0.99975485189,0.99975485189,1.0,1.0,1.0,0.999010826742
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306048,1.00109258992,1.00110017029,0.024462,0.024462,0.088353,0.088353,0.088392,0.088392,0.887185,0.887185,0.887139,0.887139,1.00028615812,1.00028615812,1.0,1.0,1.0,1.00110017029
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306049,1.00044396277,1.00044583297,0.024467,0.024467,0.088400,0.088400,0.088392,0.088392,0.887132,0.887132,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00044583297
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306050,0.999603413832,0.999602607013,0.024470,0.024470,0.088371,0.088371,0.088392,0.088392,0.887159,0.887159,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.999602607013
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306051,0.999367938443,0.99936802767,0.024469,0.024469,0.088366,0.088366,0.088392,0.088392,0.887164,0.887164,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.99936802767
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306052,1.0004089213,1.00040907063,0.024469,0.024469,0.088401,0.088401,0.088392,0.088392,0.887130,0.887130,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.00040907063
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306053,0.999792899072,0.999792545415,0.024470,0.024470,0.088374,0.088374,0.088392,0.088392,0.887157,0.887157,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.999792545415
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306054,0.999626818874,0.999625510468,0.024471,0.024471,0.088375,0.088375,0.088392,0.088392,0.887155,0.887155,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999625510468
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306055,0.999852046626,0.99985151893,0.024470,0.024470,0.088392,0.088392,0.088392,0.088392,0.887138,0.887138,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.99985151893
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306056,0.99997979655,0.999980551934,0.024469,0.024469,0.088398,0.088398,0.088392,0.088392,0.887133,0.887133,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999980551934
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306057,0.999994342241,0.999996028109,0.024468,0.024468,0.088382,0.088382,0.088392,0.088392,0.887150,0.887150,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,0.999996028109
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306058,0.999807787882,0.999809495168,0.024468,0.024468,0.088357,0.088357,0.088392,0.088392,0.887175,0.887175,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,0.999809495168
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306059,1.00028441822,1.0002848031,0.024469,0.024469,0.088381,0.088381,0.088392,0.088392,0.887150,0.887150,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.0002848031
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306060,1.00003918523,1.00003935145,0.024469,0.024469,0.088378,0.088378,0.088392,0.088392,0.887153,0.887153,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.00003935145
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306061,1.00037826388,1.00037824502,0.024469,0.024469,0.088399,0.088399,0.088392,0.088392,0.887131,0.887131,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.00037824502
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306062,1.00010125436,1.00010307443,0.024467,0.024467,0.088376,0.088376,0.088392,0.088392,0.887156,0.887156,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00010307443
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306063,0.999996165648,0.999995272186,0.024470,0.024470,0.088395,0.088395,0.088392,0.088392,0.887134,0.887134,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.999995272186
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306064,1.00025149863,1.0002507652,0.024470,0.024470,0.088422,0.088422,0.088392,0.088392,0.887108,0.887108,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,1.0002507652
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306065,0.999817654174,0.999818558971,0.024468,0.024468,0.088352,0.088352,0.088392,0.088392,0.887180,0.887180,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,0.999818558971
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306066,0.999836102237,0.999833743411,0.024472,0.024472,0.088401,0.088401,0.088392,0.088392,0.887127,0.887127,0.887139,0.887139,0.999877410919,0.999877410919,1.0,1.0,1.0,0.999833743411
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306067,1.00009069324,1.00009095356,0.024469,0.024469,0.088388,0.088388,0.088392,0.088392,0.887143,0.887143,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,1.00009095356
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306068,0.999706402995,0.999706459774,0.024469,0.024469,0.088366,0.088366,0.088392,0.088392,0.887164,0.887164,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999706459774
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306069,0.99969046978,0.999688755521,0.024471,0.024471,0.088376,0.088376,0.088392,0.088392,0.887153,0.887153,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999688755521
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306070,1.00079064765,1.00079450749,0.024466,0.024466,0.088412,0.088412,0.088392,0.088392,0.887122,0.887122,0.887139,0.887139,1.00012261914,1.00012261914,1.0,1.0,1.0,1.00079450749
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306071,1.00061031654,1.00061140068,0.024468,0.024468,0.088418,0.088418,0.088392,0.088392,0.887114,0.887114,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,1.00061140068
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306072,0.999874385026,0.999874634219,0.024469,0.024469,0.088378,0.088378,0.088392,0.088392,0.887153,0.887153,0.887139,0.887139,1.0,1.0,1.0,1.0,1.0,0.999874634219
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306073,1.00048429116,1.00048769811,0.024466,0.024466,0.088396,0.088396,0.088392,0.088392,0.887138,0.887138,0.887139,0.887139,1.00012261914,1.00012261914,1.0,1.0,1.0,1.00048769811
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306074,1.00051145444,1.00051305724,0.024468,0.024468,0.088417,0.088417,0.088392,0.088392,0.887115,0.887115,0.887139,0.887139,1.00004086971,1.00004086971,1.0,1.0,1.0,1.00051305724
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306075,1.00045262454,1.00045446889,0.024467,0.024467,0.088394,0.088394,0.088392,0.088392,0.887138,0.887138,0.887139,0.887139,1.00008174276,1.00008174276,1.0,1.0,1.0,1.00045446889
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306076,0.9995660022,0.999564003864,0.024471,0.024471,0.088376,0.088376,0.088392,0.088392,0.887153,0.887153,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999564003864
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306077,1.00108305472,1.0010871863,0.024465,0.024465,0.088420,0.088420,0.088392,0.088392,0.887115,0.887115,0.887139,0.887139,1.00016349888,1.00016349888,1.0,1.0,1.0,1.0010871863
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306078,0.999787995077,0.999787033892,0.024470,0.024470,0.088391,0.088391,0.088392,0.088392,0.887138,0.887138,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.999787033892
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306079,0.999709388602,0.999708579479,0.024470,0.024470,0.088376,0.088376,0.088392,0.088392,0.887154,0.887154,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.999708579479
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306080,0.999625836143,0.999624062808,0.024471,0.024471,0.088379,0.088379,0.088392,0.088392,0.887150,0.887150,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999624062808
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306081,0.99974765865,0.999746703134,0.024470,0.024470,0.088385,0.088385,0.088392,0.088392,0.887145,0.887145,0.887139,0.887139,0.999959133633,0.999959133633,1.0,1.0,1.0,0.999746703134
TTToHadronic_TuneCP5_PSweights_13TeV-powheg-pythia8,Weight_pdf_variation_306082,0.999587004696,0.999585062713,0.024471,0.024471,0.088375,0.088375,0.088392,0.088392,0.887154,0.887154,0.887139,0.887139,0.999918270606,0.999918270606,1.0,1.0,1.0,0.999585062713
