,mu,std
memDBp,0.07471798308141159,0.3671317422052012
Evt_Deta_JetsAverage,1.0723639,0.4160526
Evt_M_TaggedJetsAverage,13.283695,5.819206
Evt_CSV_avg,0.5065728,0.12382397
Evt_blr_transformed,2.1105926,2.300086
N_Jets,5.136578127625063,1.2012970312331566
Reco_ttbar_toplep_m,218.848,99.49524
Reco_ttbar_whad_m,121.21498,118.28775
Reco_JABDT_ttH_Jet_CSV_btoplep,-0.67324674,1.0629811
Reco_JABDT_tHW_log_wb_m,2.9693775,2.8918505
