,mu,std
Jet_Pt_nom[0],216.18775993493136,118.55450957312765
Jet_Pt_nom[1],146.7394105823836,70.8905192077498
Jet_Pt_nom[2],108.05174888102661,46.03905077286168
Jet_Pt_nom[3],83.58354624012004,33.277817644018974
Jet_Phi_nom[0],-0.008416250703353407,1.8095549227477332
Jet_Phi_nom[1],-0.003440475613412753,1.8147153221812702
Jet_Phi_nom[2],0.004858885081419977,1.813149346015962
Jet_Phi_nom[3],0.010607099912400162,1.8152941507949196
Jet_M_nom[0],25.748280457663352,15.563286261504668
Jet_M_nom[1],18.797962896410876,9.131063959210442
Jet_M_nom[2],14.876050856693789,5.893498864991214
Jet_M_nom[3],12.397328380286018,4.4126705374302295
Jet_Eta_nom[0],-0.007461026109724294,0.9506633894709482
Jet_Eta_nom[1],-0.008856694223292603,0.9626335292841827
Jet_Eta_nom[2],-0.01098011984351635,0.9946500156208087
Jet_Eta_nom[3],-0.01400663394306204,1.025678883326515
Jet_CSV_nom[0],0.6094599601644246,0.42134176513764016
Jet_CSV_nom[1],0.6106643834052452,0.4232317654806174
Jet_CSV_nom[2],0.5764630755904686,0.4311472281504838
Jet_CSV_nom[3],0.5442235962520443,0.4347429764542681
N_Jets_nom,7.497872010141909,0.7755830497819748
Evt_CSV_avg_nom,0.5238082,0.09321304
Evt_Pt_minDrTaggedJets_nom,203.44957,113.61082
Evt_Pt_JetsAverage_nom,97.68695,35.008984
Evt_Deta_TaggedJetsAverage_nom,0.9273957,0.38221774
Evt_Pt_TaggedJetsAverage_nom,104.504616,44.112133
