,mu,std
Jet_Pt[0],172.75603714468636,101.8963298444952
Jet_Pt[1],112.26746240417793,59.426092915490116
Jet_Pt[2],77.7752168921637,36.00354037189106
Jet_Pt[3],55.49271532699902,23.519361238493982
Jet_Phi[0],-0.0002340665585576629,1.8115025038148376
Jet_Phi[1],0.00446896130521327,1.8138149530096481
Jet_Phi[2],0.0026117570296835214,1.8170667798546287
Jet_Phi[3],0.0040606818948605095,1.8146354490128422
Jet_M[0],21.59174260880196,13.681361841795255
Jet_M[1],15.309841948909767,7.587060807052575
Jet_M[2],11.734194734117208,4.609359888092975
Jet_M[3],9.318901649396295,3.2433472180993914
Jet_Eta[0],-0.005689450423285845,0.992098444319918
Jet_Eta[1],-0.006614824690941146,1.0237146571343707
Jet_Eta[2],-0.008239006334578724,1.0570196688329725
Jet_Eta[3],-0.007030131799930521,1.0939480788197182
Jet_CSV[0],0.6609960044771491,0.39834800163327655
Jet_CSV[1],0.6422130512204719,0.40522408245100733
Jet_CSV[2],0.5905834165967376,0.4173361451255321
Jet_CSV[3],0.5354942128156046,0.42076508506199606
N_Jets,4.854702859506286,0.7709594373783784
Evt_CSV_avg,0.5870128,0.12642622
Evt_Pt_minDrTaggedJets,173.5565,98.157776
Evt_Pt_JetsAverage,93.81335,39.782757
Evt_Deta_TaggedJetsAverage,0.9473725,0.48705602
Evt_Pt_TaggedJetsAverage,98.45613,47.168156
