,mu,std
Reco_tHq_bestJABDToutput,0.15156014,0.15083256
Evt_CSV_dev,0.16619436,0.03887262
Evt_HT_jets,484.74368,244.19115
Reco_JABDT_tHW_Jet_CSV_btop,0.30265492,1.0075777
Evt_M_JetsAverage,12.935499,4.5698056
memDBp,0.14194739,0.3491174
Evt_CSV_avg,0.5073012,0.11969561
Reco_ttH_bestJABDToutput,-0.4824314,0.5837198
